,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78
source_dataset:CTB-1,-0.15433942,1.2518798,0.5920755,0.6857762,0.7861835,0.25551504,-2.6324449,-1.4439827,1.7016267,0.15597042,0.72988737,-1.3022783,-0.9806666,-1.0003624,0.03545311,0.6784719,0.7868328,-0.13429831,0.3865459,0.17444754,1.30298,-0.5669396,1.111286,-0.8073086,1.9549379,0.38348606,1.0672507,-1.1701944,0.38369998,0.086960584,-0.78733945,-0.6153276,0.9280987,1.3699243,-0.30316797,-0.20839751,0.84278864,-0.65571094,-0.78528255,0.731387,0.75785315,-1.3043851,1.1459923,-0.20214449,-0.8980185,-0.61717653,0.57806695,-0.7815882,-0.9439672,-0.22096342,0.2806542,1.3385186,-0.17053087,1.4590907,-1.2499045,0.52814794,0.720254,-2.1160493,0.29530984,-0.3552498,-0.55789113,0.10208389,1.2848289,0.6689909,0.3687191,1.3563894,0.7935484,-0.23945975,0.6950307,-0.9432568,-1.0931345,0.8902074,-1.2673553,0.7985747,-0.07659677,0.3528745,-0.8352351,0.39795107,1.1723458
source_dataset:EB2,-0.2144933,1.9720186,0.58887494,0.90369457,1.160519,0.45169842,-3.1932905,-0.6771364,0.5803017,0.32535177,0.8031902,-2.2205906,-0.27456582,-0.26902053,0.053876005,-0.060321376,-0.7318615,-1.4088571,0.49564648,1.429811,2.7393568,0.6086655,-0.43531448,-0.8416765,1.6813623,1.5832714,0.8259514,-1.8025835,-0.40853631,-0.5852151,0.38793692,-0.7827818,0.008638997,0.4525796,-0.24729031,-0.5915652,0.6884651,-0.42032108,-1.6083285,-0.4203492,0.6854068,-0.5436413,0.6365143,-0.78385556,-0.954432,-0.5130228,-0.08840443,-0.4543112,-0.23312221,-1.044011,-0.28571928,1.7314659,1.418635,1.2745974,-1.7879999,-0.8099215,-1.0794764,-1.0665603,0.95537597,-0.04487265,-0.3769837,-0.24731015,0.99410313,-0.27556282,0.90877974,1.2794149,1.8708504,-0.4250471,-0.47560054,-0.37634808,-0.22988947,1.971466,-2.0045173,0.33818263,-0.3960075,0.053139225,-0.7203819,-1.368949,0.23166457
source_dataset:IMR-5,-0.2145032,0.4367395,-0.22079395,-1.1052952,0.76358056,-0.54873157,-0.012378933,1.1839671,0.48815498,-0.2803996,-0.113351166,0.03873003,1.4929447,0.54842806,0.68596476,-0.7598686,1.1136938,-0.47482988,-0.5270279,1.1034836,-1.7143527,0.9199074,-0.06279423,0.38172486,-0.2288418,-2.047887,0.5710883,-1.2834252,0.20493539,-0.057493873,1.4654443,-0.13582167,0.28177497,-0.6876742,0.27644813,0.9563835,0.4297434,-0.77432716,1.6823213,0.58710617,1.8657118,1.0122793,1.4045509,-1.3802513,-0.06313741,0.3152836,-1.1088791,-0.861305,-0.508902,-0.31470823,0.66476595,-0.2243455,0.36628425,-1.4389125,0.25884363,1.2365594,-2.111046,0.690802,0.62868726,-1.2778261,0.15169592,-0.2966238,0.77490664,0.5354258,-1.5549786,1.665029,-0.62888825,0.19878894,-0.6301142,-1.7167073,-0.4500985,-0.69145024,-0.90482336,-0.27614784,-1.4105036,0.034415197,1.081389,1.2347875,-0.021786142
source_dataset:MDST8,0.40954688,0.77787113,-0.09386415,-1.6775172,0.47530285,0.876783,0.59272397,2.068875,0.93418837,0.62255365,0.1549453,0.25705194,-0.27708814,0.42856672,-0.036080115,-0.26633415,-0.25720316,-1.2204454,-0.23819198,0.6780989,0.03861513,1.150949,0.041204244,-0.13204375,-1.2068131,-0.5939871,-0.4769952,0.053668886,0.3272186,1.00569,-0.7656916,1.8061874,-1.6967609,0.027919933,-0.3573919,2.1203165,-0.7060699,0.13378586,1.3023027,0.42360133,0.17408219,-0.26613963,0.62675387,1.0849792,1.834861,0.51239717,0.040230002,0.39178637,-1.0169592,-0.18923718,-0.55756754,-0.5700743,0.6009278,1.250913,-1.5868471,1.2110336,-0.6103391,-1.5043215,0.6620231,1.6068267,-1.9961072,-0.37293053,-0.5171594,0.06487594,-1.2208445,-0.038910903,0.47219896,-0.64564425,-1.4882774,-1.3488561,0.60379755,1.4832113,0.92639875,-1.3174144,-0.7781379,0.43242985,-0.098180845,0.03292712,0.90634006
source_dataset:HDQ-P1,1.6639432,-1.0072412,1.2116615,1.2089822,-0.05579236,-1.9140407,0.3477792,0.39772746,-0.5814083,-0.2701717,-0.27768287,-1.146743,0.50875896,0.532099,0.5792695,0.69786024,0.036400273,-0.93525684,0.19308774,-0.7577547,-0.4688351,2.0649917,-1.5539757,0.90574205,-1.3714594,-0.4629143,-0.022143098,0.3170643,-1.239376,-1.3758168,-0.11776606,-1.8107836,-1.3105813,-0.36073667,-0.15055895,0.40802193,-0.26498798,0.5968733,0.4244264,0.9077767,-0.8521696,-0.64567536,0.48187524,0.36967432,0.54616815,0.23409651,0.8358243,0.16283575,1.0650426,-0.9155526,-0.11804018,0.13206102,-0.081917204,-0.8475121,-0.44119668,-1.2405677,1.187216,1.2640817,-0.044298362,0.21548587,-1.840028,1.3914374,0.24626862,-0.919201,0.94550884,-1.1727223,1.2170365,0.5087073,0.29970938,0.67755085,-0.07254962,0.02448443,1.1063974,-1.0357305,2.2323022,0.86315125,-0.18795866,0.73921496,-1.4376044
source_dataset:NCI-H661,-1.7806439,-2.1882524,-1.0705086,-0.94853914,-1.2366247,-0.03634852,0.041673616,0.8999599,0.6003161,-1.10936,-0.122033015,0.7253165,-0.096088916,-1.2653937,-0.15817426,0.17915896,-1.4541173,0.703995,-1.3891062,0.052874614,-0.92063624,-2.0181313,1.2502344,1.0486001,0.51554644,0.2535429,-2.0311248,0.5245407,-1.4123801,-0.043909438,1.0988649,0.32285187,1.4711462,0.3997404,0.6672237,-0.16263096,0.78775245,-0.8829262,0.28685257,-0.6332862,-0.6008181,0.33090842,-0.012628332,0.54480326,-1.7257829,1.0795301,-0.8550388,0.36592105,0.039734095,0.39311698,1.63323,-0.52361906,1.0453348,1.8126261,1.6765579,1.318354,-0.23372954,0.029269934,-0.85660326,-0.0049728006,0.3086783,-0.0014616232,1.752906,-1.131557,-0.7689313,0.65805036,-1.7582693,-1.1149886,-0.24827422,-1.3457024,-0.1671835,-0.47170573,-0.7918878,0.8666615,0.11328597,-0.05027554,1.4526132,0.34929758,0.15021425
source_dataset:AU565,0.91503716,-3.2445552,-0.625076,0.817865,-2.2843745,-1.6023643,-0.6350522,0.4374636,0.50415146,-0.26458663,-1.1668136,-1.0350049,-2.0416393,-0.6781624,-0.9611056,1.2829311,-0.37192568,-0.053301483,-0.94790155,-2.3902028,2.228981,0.7242625,0.45310867,-1.6570212,0.55032146,-1.4484165,-1.3792222,-0.21593341,0.23611076,-3.9873745,-0.37651968,-0.9225874,-0.08960736,1.1989697,-0.24401982,0.6261328,-0.96374476,-0.6174997,3.0972679,-0.05309865,1.1063222,0.4300785,-1.820673,0.7491534,1.4716272,1.4559324,-0.88893133,-0.5001544,-0.6291005,-0.5309434,0.539875,-1.6526989,1.6779364,0.06901296,-2.5167847,-0.14766833,-1.134771,-0.015698519,-1.0131007,-0.24049051,0.1846393,-1.6439197,1.2138563,-0.34849727,1.9591995,-1.4040345,1.276007,0.31120625,-0.7949895,2.506765,-1.82967,0.087555975,-1.0407839,-1.2126857,-0.2310342,1.3606188,0.18402597,2.0886185,-0.35870653
source_dataset:NCI-H1703,-0.8320841,-2.115356,-0.09193836,-0.38946053,-0.39008823,0.101401635,0.9050138,-0.22802238,-0.96964306,0.7971087,0.34084386,0.44910365,-1.3725262,-0.6370634,-0.72423667,0.18257096,-0.16931042,0.47179335,-1.8854144,0.39365202,-0.6489846,-2.5976653,1.7929344,-0.16677094,1.2558255,-1.149499,-1.745157,0.841096,-2.1370742,-0.31936598,1.4345691,0.40780377,1.6162081,-0.6301568,-0.7741856,-1.3643996,1.727517,-0.5057146,0.053766392,-0.6086984,-1.09974,0.5959902,0.70409614,0.89681697,-0.8147254,0.6944082,-0.9446011,1.3913478,0.46867937,0.3644648,-0.096295595,-0.3705329,0.59755665,-0.4261877,1.1804934,0.74256784,-0.7964569,0.26030916,-1.0173043,0.6679188,0.27203572,0.36890092,1.5867624,-1.2270404,-1.0468051,0.30298308,-2.791369,-0.10801795,-0.48125675,-1.5436593,0.92448443,-0.0790898,0.4044828,0.38528836,0.81827456,-0.15090592,-0.010974519,0.1156086,0.51937103
source_dataset:MFE-319,-0.1948041,-0.66284615,0.54546475,-0.6211513,-0.79032946,0.48162138,0.23906466,0.010794979,-0.47560155,0.24880823,-0.61653996,1.0198547,-0.33308744,-0.8221942,-0.35370073,0.91225946,-0.30747628,1.1362549,0.8741567,-0.8882751,-1.5816532,-1.1798285,-0.32417998,-0.016702387,-0.9879571,0.9830093,-0.8107075,-0.49546844,-0.06694371,-0.08156699,-0.4512852,0.43638358,0.24979761,-0.036707982,0.35742024,0.26966894,0.10767253,0.19121969,-0.9217848,0.4370127,0.46688807,-0.50034577,-0.6035874,-0.4608861,-0.9377756,0.088325955,-0.513476,-0.1407993,1.2739459,0.14307258,2.1756787,-0.5846674,0.60518914,-0.8661175,0.30501673,0.8108981,1.3423021,0.93467593,-1.3894877,-1.7982352,1.2243675,0.69172925,0.58932275,-1.0234853,-0.16146992,-0.05167146,-0.7938209,-0.99953663,0.0045997575,1.3164788,-0.44250906,-1.488954,0.10232543,-0.38945386,0.106720135,0.9217445,0.43236086,-1.0383017,-0.96709806
source_dataset:VA-ES-BJ,-1.6287627,0.47056502,0.06322818,-0.72582364,1.306415,-1.2995366,0.9535981,1.6304946,-0.90370935,1.5067012,-0.5107899,-0.6291454,-0.4272391,0.8910394,-0.07635232,-1.1486305,0.24468537,0.029156161,-0.7529697,0.6954069,-0.64468646,0.66226137,-0.9272731,-0.525034,-0.554046,0.23015507,0.19536093,-1.0037417,0.07678749,-0.59974045,0.19421393,1.1176574,-0.49465513,0.14181148,-0.80124664,0.8648414,-0.3176009,-1.0291376,-1.2847408,-0.47827545,0.014329126,-1.505513,-0.37367368,-0.14528738,0.75465953,1.1816866,-0.28772503,1.4403957,-1.0535394,1.7467288,-0.8664278,-0.89826494,-1.7163054,-0.28029397,1.3555461,0.8018338,0.26103085,-0.3135102,-0.49628803,-0.7157179,0.27218434,1.1010023,-1.8709645,-0.89230704,-0.85945237,0.30545187,-0.515148,-2.1984625,-2.1559274,-0.30639866,-0.21287441,-0.8008193,0.3381524,-1.3317415,-0.115888506,-0.66123855,-0.14350352,-0.6054397,0.07907779
source_dataset:BPH-1,2.8380103,0.10232554,-0.6587178,2.3475785,-2.4218142,0.9857407,1.7989283,0.41139346,-0.5172498,-2.9473124,-0.8191918,-1.5240492,1.9570895,0.8820358,1.8016756,0.51538324,0.014273398,-1.211057,1.6841911,0.33431262,-1.3578256,2.2120233,-2.260752,1.4353741,-1.6275824,0.78368974,1.2282859,2.3356757,0.75426334,0.35729438,-0.7546087,-0.7876344,0.7740239,-1.066773,-0.93368375,-1.3020844,-0.8799236,1.0136098,1.9903647,0.6581235,0.74757284,1.2104186,1.3623686,0.6674603,-0.32177904,0.027771518,0.5505369,0.0058104023,0.057888296,0.09837412,-2.0427809,-0.85025656,-2.0545893,-0.39845076,1.0042219,-1.0134403,0.60873586,1.5176208,2.1295552,0.07863128,-1.4396274,1.5592958,0.11988959,1.6253239,1.1424443,-3.4810739,2.7759228,2.5152822,1.7578148,0.6232827,0.42550412,0.43340096,1.3548526,-0.097049415,0.8091334,0.7914264,1.5071589,-0.7407281,-0.9387386
source_dataset:K2 [Human melanoma],-0.66667116,0.1259948,-0.34890127,-1.2868161,1.1537657,2.3142202,0.12039727,1.4329884,0.55570906,-0.78156364,1.0377609,0.711076,-0.83537775,0.090715215,0.8757107,-1.0937846,1.0037036,-0.56665707,-1.8449043,-1.3633196,0.29728162,-0.3166052,1.9877658,-0.68289435,-0.13998455,-0.4090532,1.2207773,0.029947363,1.2098119,2.8825245,-0.83758914,-1.2310139,-0.5673124,-1.2303729,-0.80758905,1.3561378,0.28817788,-0.45564252,0.49123478,0.4095369,-0.6519295,0.9175944,-0.016328868,0.6950475,0.8016218,0.3901161,1.259282,-0.5762561,-0.83350295,1.3406655,2.065903,1.769728,2.3656504,0.868374,-1.0755714,1.6097414,-0.24535328,-1.330217,0.15851638,0.44423175,0.48701525,-1.4015291,-0.20181519,0.47191748,-0.39215168,-0.4475013,0.5198682,-2.1953423,-0.04102311,-0.7171155,-0.9124333,0.79521257,0.07147224,-0.07689854,-0.15217602,0.2810896,-0.05896994,0.46498504,-1.2099636
source_dataset:NCI-H720,0.17672929,1.3726426,-0.56787187,-1.0219018,0.4815792,-0.24331293,-0.5841211,-0.33222198,2.1278338,0.4156934,-1.2331175,0.7006071,0.04569614,-0.033984106,-1.202995,0.43645236,0.4985054,1.1278826,-0.42942622,0.13052854,-0.11726518,-0.95166576,1.2596967,-0.5090309,0.9283833,-0.96737087,1.3235066,-0.25168645,1.1449497,-0.5942207,0.87350965,-0.38742095,0.74502987,-0.20466684,1.0588825,-0.7889391,-0.25709993,-0.018282127,0.7779235,0.99125665,0.42889675,-0.053256355,-0.26339558,-0.9275313,-0.95081526,0.051035766,-1.5417845,-1.1260202,-0.08650527,0.11004033,0.5420625,0.17941427,-0.14968824,-2.128939,1.0668044,0.744539,-0.5610641,-0.15845343,0.8035046,-0.6736276,1.5315081,-0.42871585,0.92208475,-1.1879983,-1.5079633,2.9852536,-0.93836826,0.60384196,0.53151196,0.022808164,-0.84226066,-0.89969325,0.19754568,0.01120266,-0.3102031,0.75667906,-1.003243,1.0406398,0.833595
source_dataset:VM-CUB-1,-0.5298281,0.079697505,-2.4934049,0.5845667,-1.194345,1.5697012,1.7857014,-0.08979677,0.4068902,-1.8518461,0.32324788,-0.04774481,-0.26301652,0.19187243,-0.38997924,0.22500013,-0.232759,0.6692994,1.4037614,0.35472453,0.07280259,0.51396465,-0.054195624,0.21436131,-0.99370265,0.3468744,0.3140507,1.3444346,0.4744615,-0.39143938,-0.46623966,0.80800396,0.4925934,-0.33600193,-0.5614455,-0.77035415,-0.77962106,1.3091972,0.37223637,0.6310664,0.047042247,-0.67691875,-1.5850463,0.4799135,0.12423924,1.3759111,-0.013459526,0.9633783,0.54734516,0.20776859,-0.9922445,-1.5032004,-1.4651221,0.6668008,1.9886923,-1.0628984,-0.9461124,-0.51939774,0.70107925,0.90564173,-0.13378929,0.8477239,0.34612927,0.8073667,-0.8724169,-2.535345,1.5442632,1.8809881,-0.050825864,-1.2664368,0.9362312,-0.2672359,1.6299202,-0.44038594,-1.2953162,0.35070777,-0.5003274,-1.9294806,0.046712633
source_dataset:Panc 03.27,-0.6090251,-0.5611221,-0.59503293,1.4142206,-1.0291843,-0.31144786,1.345034,-0.5776899,-0.88671434,-0.5905204,-0.75295305,-0.85930455,0.25411704,0.8213774,1.0344619,0.17689547,1.017755,0.0746254,1.3521671,-0.04621798,-0.6146358,1.3068032,-2.238834,-0.17916748,-0.87270045,-0.64973557,-0.008283587,-0.6377903,0.12633213,-1.1590255,0.16502167,-1.0279708,-0.68363714,-1.3768812,0.14048092,-0.6945638,-0.4889843,1.5825819,-0.85538435,0.7602703,-1.0199468,-1.0041623,-0.4930949,1.1903156,0.06642005,0.4012817,1.52975,0.38469777,0.23999491,0.87305325,-0.41064245,-0.026778273,-1.9070923,-0.12486158,1.4738855,0.62249804,1.0585719,0.7292568,0.014143303,-0.19173512,0.23607656,2.100943,-1.2763495,0.8958231,-0.7138735,-2.9799497,1.5811352,0.88855284,0.21192355,-0.28187814,-0.15496874,-0.017312825,0.008741962,-1.2866235,-0.75287324,0.31950802,-1.6148096,-1.0752928,-0.80029136
source_dataset:DB,-2.0671701,0.63305235,-0.2485378,1.1442418,0.105944574,-0.24266309,-1.546303,-1.7702388,1.4669229,0.5618518,0.93909425,-0.7020755,-0.7408183,-1.1154853,-2.0436351,1.9586437,-0.12404108,0.10549062,1.2891096,0.34301412,2.4327855,-1.1909043,-0.9522966,-0.56544185,2.2831748,0.7759493,0.6760155,-0.44253948,-0.34434402,0.63184905,0.7702539,0.59070355,1.6918031,1.6473976,1.2943987,-1.0947322,0.9343693,-0.7079536,-0.8597625,-0.034435075,0.58789337,-1.147889,-0.28749868,-0.16298303,-2.2504025,0.063563734,0.5031226,-0.73688716,-0.085613444,0.13299802,0.39743558,0.93756306,0.46670502,0.7621578,-0.71982336,0.32192606,-0.8687068,-1.4065666,-0.5063441,-2.5970721,0.34267846,-0.6305195,1.0496331,0.5942323,0.46635026,1.9054117,0.51530504,0.6683681,0.02615991,-0.37226632,-0.5103656,0.6831057,-1.6167244,1.4981643,-0.81211805,0.017133947,-0.21745211,-0.7500625,1.501016
source_dataset:MOLT-16,-0.25592357,1.2126092,0.6629876,-0.4942602,-0.16785373,1.6188716,-3.2424846,-1.4850368,-0.2053335,1.4082596,1.7982819,-0.47887084,-0.020037666,0.26246455,0.63388586,-1.2961425,0.683428,1.4428794,-0.76207477,0.05002436,1.1501315,-1.8006846,1.3674831,0.0843267,1.9872956,-1.8291674,-0.6361091,-1.4791769,-1.1002856,-0.41342637,0.87471837,0.9854582,1.8663096,1.4302022,-0.8208195,0.41136745,0.9620606,0.26841184,-0.6454452,0.66847557,1.0196755,-0.2988629,1.5289184,-0.64677125,-0.61987215,0.95964265,-0.4425525,-0.5494399,1.281912,-1.4954457,-0.7118068,1.3743414,0.032626502,-0.5396335,-1.0379709,-1.3809735,0.45977205,-0.5958391,-0.0551811,-0.24313529,1.1334366,0.9426274,0.89704823,0.9743086,-0.5362004,1.1456002,-1.5289032,1.3112062,-0.22694167,-0.736348,1.4335501,1.253293,-0.5888226,1.2961097,-1.0541222,0.32635418,-0.9405307,-0.6510387,0.034128524
source_dataset:HSC-3,1.820584,0.50266165,0.20903045,2.547768,-1.6173468,1.4984821,2.1927338,0.16118027,-0.36337003,-2.8834631,-1.0400791,-2.4544058,1.0380511,2.0229204,1.2707121,0.6292362,-1.6818744,-0.25748205,0.30607834,-0.23378994,0.18064243,2.816648,-1.747968,1.0398992,-3.0923479,1.9059243,1.2290417,2.4968476,1.0562899,0.24848087,0.90629834,-0.30737045,1.4373987,-0.416672,-1.3170457,-2.2841806,-0.9193485,1.1486695,1.7969792,0.27956748,0.05004879,-0.15055361,0.30710816,1.1963784,-0.434492,0.7936012,0.79697037,1.0665376,0.40720034,0.6994164,-3.150947,-1.0603656,-2.9570568,-0.16436453,1.3689069,-1.3008562,0.051601686,1.390271,2.880028,0.63282585,-0.7595511,1.323619,0.28623492,0.47329786,1.684893,-3.0389237,2.8455486,1.7839701,0.66629964,0.61051595,1.2313972,0.38271534,2.5275495,0.7670277,0.34559405,0.9239687,0.9330786,-1.9716706,-0.8121567
source_dataset:EW-18,0.37469202,-0.09433763,-0.6322539,-1.1623361,-0.6506031,0.22364117,0.009061456,-0.0023542736,0.38311538,-0.055617563,1.7115066,-0.2762946,1.4209362,-0.3417322,0.5299637,-0.76648694,-0.6366104,0.6545713,0.048930634,0.80207413,-0.07327904,0.11655587,-0.039870843,1.9222115,-0.19604938,0.18030453,0.35201687,0.70793384,-1.6513696,0.24234441,1.0123684,0.7437386,-0.3671745,1.8919963,0.43775922,0.6215065,0.98565996,-1.1041237,1.5882266,1.1496674,1.6190051,-0.02197504,1.9613312,-2.2208545,-0.5833678,-0.027138118,-0.5863211,-1.3637104,-0.6838541,0.5657994,1.2789923,-0.64015037,1.6181225,0.28151706,0.29592448,-0.023435611,-1.1660016,0.4395269,-0.9898028,-0.7233804,0.714474,0.28288382,1.1139609,0.01246306,0.56731576,0.8203505,-1.2991811,-1.4290321,-0.9588332,-1.1112744,-0.24794555,-0.4724732,-1.3739121,0.9738266,-0.3941915,0.20357579,0.86077654,2.4715297,-0.9305856
source_dataset:WM115,0.8555234,-0.7578314,0.24088386,-1.8021802,-0.1844179,-0.7564556,1.398974,2.305168,0.90370756,0.3349322,-0.055656187,0.7247964,0.584021,-0.2754431,-0.08343457,-1.5477588,1.7114761,-0.70370513,-1.1551108,0.48382694,-1.5258404,0.18208629,-0.8005494,-0.36845297,-1.2545933,0.66997653,-1.3968581,-0.38599628,-0.3651395,0.5598113,0.3237943,1.6501197,-0.29416808,-1.2531284,1.2371618,1.629671,-0.8493533,-0.38194677,-0.21452963,-1.177188,0.33918446,-0.5378753,-0.16020143,2.4034276,0.83015114,1.3018582,-0.01021342,-0.08814649,-2.112909,-0.056114092,-0.8300594,-0.4854266,0.639711,2.6727839,-2.2571278,1.4202689,-0.89490175,-0.62514126,0.19716683,1.8898568,-1.4354268,-1.2763655,-1.7286439,1.057446,-1.2449051,0.20547725,0.01353061,-0.14344878,-0.54970825,-0.3891964,0.87498343,1.6185783,-0.29931659,-1.114824,-0.11310593,-0.64377874,0.531435,-1.319997,1.0110444
source_dataset:CTV-1,-0.46018904,0.14083934,0.22166143,0.00073200464,-0.41405335,1.3793141,-2.350556,-2.3882442,-1.4926391,0.72664165,2.0690386,-0.1138464,0.7435386,0.10262068,1.6340075,-1.3688271,0.15771618,2.3624134,0.13873616,-1.4126906,0.6485601,-2.5296655,0.9961009,0.83297986,2.1412601,-1.2950444,-0.18626076,-0.70503604,-1.8975755,-0.5524765,0.9938102,0.7780277,1.8100601,1.9766821,0.05682479,-0.5261015,1.8030905,0.19889754,0.09180953,1.0582178,1.311619,-0.44228873,1.0400802,-1.4397478,-1.0558013,0.0706137,-1.4810047,-0.8174511,0.43157536,-0.71325105,-0.9959703,1.2956594,0.060826533,-0.20890395,-0.27217206,-1.811149,-0.003431134,-1.0150292,-0.3942254,-0.9699456,1.5856566,0.3695768,0.91625315,0.9611537,0.085884914,1.1901754,-2.0230901,1.1715624,-1.3884442,-0.68493193,1.5830736,0.15540017,-0.7681973,1.8255113,-1.0809404,-0.5704321,-0.5300221,-0.18470375,-1.1990303
source_dataset:ETK-1,-0.021675676,-0.8203944,0.17768846,1.2198703,-1.3420502,0.87043643,-0.29371035,-0.5417906,0.42007837,0.6188116,0.8244699,-0.41114777,0.2357433,-0.7121415,0.10356484,0.846182,-0.29586366,-0.6846868,0.8217106,-0.25566402,-0.3555301,1.0934649,-1.2477316,-0.22012776,0.17373982,-1.0015805,0.14057708,0.71448636,-0.52090573,-1.4698163,-1.1445637,-0.5117104,-0.44580832,-0.6413406,-0.76199096,-0.33397835,-1.0411248,1.1921026,0.67192465,0.3374903,-1.4483801,0.33817595,-0.30644503,0.33699602,0.81280273,-0.6867386,1.6112722,-0.36269978,2.1942048,0.23099552,0.9771868,0.08158676,-1.3902684,-0.15004835,1.567598,-0.1751127,1.775847,0.23742719,-0.12904748,0.9533418,-0.61148965,0.55068314,-0.65146244,-0.11027421,-0.23526427,-3.4435327,1.1079572,0.65076673,-1.9868025,1.1640506,-0.09903571,-0.030096915,0.44230643,-1.0779637,1.7268008,-0.01794117,-0.8323774,0.66686976,-0.32306987
source_dataset:SK-N-DZ,0.53539395,1.1283251,0.6448365,-0.736357,0.54985654,-0.34356153,-0.19664344,1.1702876,1.6161503,-0.55621207,0.49255294,0.20045851,0.61073655,0.06227248,0.21265927,-0.24717219,0.555063,0.051123593,-1.1048789,1.4526674,-1.8819678,2.0659852,-0.2843013,0.18990251,0.3952348,-2.091643,1.3151748,-1.1669211,0.1774401,0.48679125,0.42473868,-0.71867806,0.25606152,-0.05717852,0.15970783,1.28573,0.2175969,-0.41061082,1.4620194,6.1906874e-05,0.49500513,0.4656883,1.140393,-1.2824793,0.40609157,-0.47660074,-0.9576938,-0.8239528,-0.07749452,-0.59698063,1.2662385,0.30786937,0.612947,-1.2183753,0.9612062,1.4013861,-1.3247104,0.10407108,0.3611892,-1.0409161,0.01392512,0.3478273,0.4763114,-0.07224885,-1.1405182,2.508316,-0.75428873,-0.6995524,-0.043732572,-1.8517091,-1.190833,-0.36954668,-0.78667426,-0.49594924,-0.61552125,0.6010125,1.5559341,2.0522952,-0.07258556
source_dataset:JEG-3,-0.7462066,-1.693437,0.10605332,1.2644467,-2.1023953,-1.6496612,-2.1553764,3.32863,-0.007804785,0.08163939,-0.19345754,2.005279,-0.21047068,-4.1416454,-0.45517984,2.0770283,0.14327732,-1.4166251,-1.1600957,-0.1300122,0.89357007,-1.9067414,-0.08662732,0.6785563,-0.3866899,-0.21599248,0.49094376,0.38797304,0.28903067,0.07149528,0.07548095,0.23841399,-0.22207119,-0.4935946,-1.1510978,1.4955801,-0.8381217,-0.050032526,2.2587314,-1.0138239,0.70484644,1.3904468,1.8683366,1.1597209,-0.2317225,1.7014725,0.8678399,-1.6818935,2.7641568,0.23648426,2.519707,0.48414096,-0.17725949,-0.5542711,-1.7133328,2.4371223,0.78709316,1.469216,-1.9079702,0.28416145,-0.3709048,1.2429571,1.4784384,-1.2399743,0.09180273,-0.22847837,-0.94229424,1.28425,2.0673661,0.11556691,-0.84732443,1.2712545,0.13953635,-1.140947,0.016390719,-1.9030727,2.2548802,-0.094497606,-0.5176317
source_dataset:LS513,0.5586793,0.605113,-0.90809023,2.6946447,-0.3578527,-0.20279005,2.5356617,-0.21222003,-1.5257878,-1.2305511,-1.6395813,-0.7224491,0.88171035,3.2556727,2.3588145,2.5631444,-1.6490307,-0.006316021,0.80089355,0.25313985,1.9511007,0.2358509,-2.2406495,-0.7655563,0.294984,-0.4199195,0.11957485,1.4041219,-0.27989465,-0.35487548,0.3886797,-1.4827839,0.616933,-0.31187332,0.3121344,-1.0366962,-1.3275137,0.090500385,1.320758,0.55509245,0.8064691,1.7143834,-0.15484786,0.042841434,0.7290565,-1.6824665,0.40541828,-0.3037979,1.6152209,-0.4925607,-2.1285172,-0.92994857,0.49750778,-1.2702137,-0.24341726,-0.09038742,1.4427884,1.4703689,1.3833126,0.38999188,0.5344399,0.79333353,-1.1442157,1.2581738,-0.3621275,-2.2915955,0.31490144,0.9408534,0.906867,1.2994795,-0.25240433,-0.7370198,0.8773231,1.1948862,0.70570445,0.49662375,-2.2197714,-1.6879474,-1.2877016
